"05-28 to 06-26","06-27 to 07-26","07-27 to 08-25","08-26 to 09-24","09-25 to NA","sites"
-0.0976135367031388,-0.0243320189476837,0.48839854894413,-0.0730342859991283,-0.0736282522580419,"10ABAM_OR"
-0.0599672649077639,0.545309738437711,0.375143764239737,-0.0678938085802696,-0.0571822901571376,"11ABAM_OR"
-0.0742205860894446,-0.0116705651985884,0.217210987734039,-0.0981990288143522,-0.073882848105768,"1ABAM_OR"
-0.0446324044545068,0.558032026699646,0.312561871220411,-0.123595132517002,-0.0742105385078418,"22ABAM_WA"
-0.00410409124339391,0.610388146642833,0.394013067514816,-0.15380730077225,-0.0718576143557631,"28ABAM_WA"
0.283056158807746,0.0975458493904799,0.365975258505064,-0.184099441718562,-0.0129763073139298,"30ABAM_WA"
0.228727763110595,0.18803859982324,0.577332583954844,-0.152639768658101,0.0439172417169662,"31ABAM_WA"
0.0673858311043748,0.323867593010964,0.237521200640892,-0.0571807655446019,-0.114498806625134,"33ABAM_WA"
0.350918722531257,0.0445877037965623,0.0470718004508776,-0.0418311607036933,-0.0366404676621101,"35ABAM_WA"
-0.0706587816604441,-0.0606545709187599,0.929225046716245,-0.0317050180731392,0.0118836980433641,"36ABAM_WA"
0.188559698917098,-0.029988855158516,-0.0322945207376235,-0.118170461501133,-0.0783017673362284,"37ABAM_WA"
-0.0895327386405145,0.491205891559794,0.571950450208621,0.088590075191842,0.19611609333715,"2ABCO_OR"
0.084316685334639,-0.0926041269535032,0.815447510189595,0.204382539490051,0.0138158445496429,"3ABCO_OR"
-0.0225494267277628,0.411230496828863,0.613822286771506,0.246168092016409,0.109220692054314,"12ABGR_OR"
0.932083174174388,0.999999999998293,0.993984533019962,0.999936403910383,-0.498456663338508,"39ABGR_WA"
0.619815577392805,0.455592271743033,0.0293687829124691,0.0982889570719546,-0.0033166602947821,"40ABGR_WA"
-0.0817759923598485,-0.0835605099999424,0.793335351169368,-0.120182143340536,-0.0804345169413204,"23ABLA_WA"
-0.0497057559642346,-0.0456774637619879,0.444832019027956,-0.0187713227867763,-0.0519281621471595,"4ABLA_OR"
-0.0836916821702594,-0.0918932308152104,0.676178295583239,-0.102621963900081,-0.090324532765753,"5ABMA_OR"
-0.0554772293015245,-0.0788349498669043,0.316747150362966,0.0674900606491873,-0.0766186318333752,"6ABMA_OR"
-0.120081615682567,-0.108253579638123,0.0222637210915878,-0.0249083640741332,-0.0784997028436081,"13ABMAS_OR"
-0.277927863170456,0.999999950511555,-0.220117483199525,0.654758686886403,-0.269682273534847,"43ABMAS_WA"
-0.074048866889086,0.538764167664806,0.321310587278101,0.0836573089317166,0.124862667599007,"14ABPR_OR"
-0.103836217334137,0.821922718806018,0.11290576070991,-0.115013267922327,-0.0559012533896646,"15ABPR_OR"
-0.0641406640011759,0.532089994760205,0.273242202995614,-0.129824759127046,-0.0587028151063639,"44ABPR_WA"
-0.102449555564821,0.863387683306787,0.22456632836088,-0.0469967456115785,-0.105146504417448,"45ABPR_WA"
0.639506368808426,0.436322237983401,0.324000149425134,0.0327598451581293,0.00611151768255879,"46ABPR_WA"
0.423596240311994,0.145663370331048,0.249015238301007,-0.139156156546815,-0.138641121214889,"48ABPR_WA"
0.386601707521193,0.0266855828643876,0.0729603093728009,-0.131646712328158,0.0277631368789794,"49ABPR_WA"
-0.542979639111487,0.999959653844645,-0.246517507527665,0.991170968608388,-0.298979066811293,"50ABPR_WA"
-0.448305306664884,0.999999340659767,-0.403923185352686,0.999716374468953,-0.499231540780854,"21PIEN_WA"
-0.0498164597422487,0.198332141902304,0.0344668277783943,-0.0593920687114249,-0.0692884042750986,"7PILA_OR"
-0.115784349931186,0.00285788779923914,-0.0535170175609738,-0.0809455407080722,-0.0284368880186274,"16PIMO3_OR"
0.0918960126987641,0.45081927866459,0.20735028163681,0.268142630155353,0.0874201128231021,"27PIMO3_WA"
-0.0273502983444293,0.893122672602733,0.881480643326901,0.892136151857215,-0.832615130050172,"54PIMO3_WA"
-0.162098197277523,-0.155912201011292,0.286873599200684,-0.0373646234445862,0.0414124769534836,"55PIMO3_WA"
0.134605030490411,0.452025235401526,0.298756702010865,0.370500506084651,0.14629441726874,"57PIMO3_WA"
-0.0915603230375293,0.16009659496819,0.514260529729133,-0.0896914563011348,-0.0815523354621748,"17TSME_OR"
-0.0851402641343699,-0.0744437602024789,0.635060220409161,-0.0321239660261156,-0.0825302063534971,"18TSME_OR"
-0.075279515878315,0.162432148699492,0.510468087628796,-0.111450887261797,-0.073827454378978,"19TSME_OR"
-0.0805355877636029,0.508059402772161,-0.0894377438257628,-0.105862753050453,-0.0221448723966156,"25TSME_WA"
-0.087548972553528,0.0353630347282807,0.340785015827822,-0.138960077705397,-0.0795229488503777,"26TSME_WA"
0.250073365140906,0.306599761187578,0.261746822206093,0.0176637636601002,0.298949035578446,"58TSME_WA"
0.0156520757083646,0.47562887144097,-0.0463846219192025,-0.133944273668923,0.174089803280913,"59TSME_WA"
-0.230017465840152,0.999234261037581,-0.182555450977181,0.683528186766866,-0.266864949661412,"60TSME_WA"
-0.101517525260276,0.0053988915480052,0.454299374693172,-0.0914823468148736,-0.100466416030941,"8TSME_OR"
-0.0905706705090846,-0.0695192110481688,0.188298514500759,-0.0846058633221382,-0.0906953444461814,"9TSME_OR"
