"05-15 to 06-13","06-14 to 07-13","07-14 to 08-12","08-13 to 09-11","09-12 to NA","sites"
-0.125109288043728,0.623241397595469,0.209721818643673,0.050722675352775,-0.0735106674651038,"10ABAM_OR"
-0.0705968081191958,0.662586428029689,0.810670803156778,-0.0853204590019061,-0.0568288137763911,"11ABAM_OR"
-0.0829181179444435,0.898125094680205,0.205273467093239,-0.0545218775173344,-0.0738877584301697,"1ABAM_OR"
-0.0581541594394434,0.642200923417811,0.561406819907359,-0.0863010023696934,-0.0729981718042424,"22ABAM_WA"
-0.00300825248087699,0.445161948562569,0.408099711902041,0.00202482120820981,-0.0729771666290515,"28ABAM_WA"
0.281190676513249,0.193300101775218,0.10049919941274,-0.113881022290884,-0.0209717207824699,"30ABAM_WA"
0.221837155879546,0.211333819972837,0.222972808847665,-0.045195505661955,0.027517534216646,"31ABAM_WA"
0.0669380185641915,0.389990082107996,0.445035676022735,-0.00148617396797599,0.0775034729563017,"33ABAM_WA"
0.351049128613102,0.373677598410234,0.0518795341137977,-0.0550876492550074,-0.035089082110972,"35ABAM_WA"
-0.0715860125413905,0.149806552659682,0.667731536989711,0.0508405361546251,0.0100223676117851,"36ABAM_WA"
0.188408012947231,0.181072378674543,-0.00309705240572875,-0.105227992104703,-0.0853945132992878,"37ABAM_WA"
-0.0912012333677738,0.660940714334551,0.822038097138929,0.205796884277018,-0.0428055614569267,"2ABCO_OR"
0.0819047409529126,0.0163277638178206,0.195905219699725,0.280835528897543,-0.0934662652199317,"3ABCO_OR"
-0.0263006077316729,0.431965621315457,0.41156230782628,0.158517806917394,0.00716215338633555,"12ABGR_OR"
-0.50000640743602,0.999999969958347,0.99999998873266,0.999998865940687,-0.473267488640036,"39ABGR_WA"
0.609914388796598,-0.00508730730073025,0.0753449633964545,0.101843393416301,0.444606671190973,"40ABGR_WA"
-0.0915888258492315,0.0443626707670943,0.301117064916211,0.543518105822523,-0.0818430677549951,"23ABLA_WA"
-0.0566711437330591,0.146344796846233,0.462264288873464,0.077381251731632,-0.0492981817612405,"4ABLA_OR"
-0.0836630217959232,-0.0142309398506527,0.0879285517948242,0.0158936149286943,-0.0903057669205352,"5ABMA_OR"
-0.0740653380350351,0.0173809283421728,-0.11417648525607,0.14663848718381,-0.0915316064115014,"6ABMA_OR"
-0.00798138124608398,-0.104149861876915,-0.102623801902812,0.0236808094781818,-0.117288930041612,"13ABMAS_OR"
-0.350856189931277,0.999960753022419,0.999983163830544,-0.116598892910701,-0.249611096925843,"43ABMAS_WA"
-0.085321081994036,0.539059796851939,0.31891845224402,0.190608871506551,0.283489083483011,"14ABPR_OR"
-0.160897452773026,0.536931186342485,0.324317257973038,-0.0358684020020463,-0.0519444350509989,"15ABPR_OR"
-0.0657531413746009,0.319875471728035,0.330636730352435,0.0927789420002818,-0.0336244996131677,"44ABPR_WA"
-0.101859390938666,0.506278442857369,0.863838786430355,-0.0395782962708883,-0.0672966131917429,"45ABPR_WA"
0.638994373798153,0.61575171876146,0.434516224081202,0.0914300266765773,0.0378923357450479,"46ABPR_WA"
0.431438895464859,0.144506161570148,0.144203940500651,0.19615304288265,-0.138671543360513,"48ABPR_WA"
0.3366314744281,0.250931867679516,0.0431896038806879,0.0586638157868454,-0.0113059046305555,"49ABPR_WA"
-0.487155665875791,0.255510539052555,0.997898635641993,0.859906151739559,0.479510710148952,"50ABPR_WA"
-0.500000293640407,0.999977205795523,0.990546952786138,0.999648751734106,-0.461457243075191,"21PIEN_WA"
-0.051191634472816,-0.0737262202414483,0.156503987980173,0.307306017234813,-0.0615118740004248,"7PILA_OR"
-0.122045319502849,0.20498182060701,-0.004357134748301,-0.115798155036825,-0.112983452078697,"16PIMO3_OR"
0.0990605693265931,0.203277842592984,0.348871039134287,0.177692464279497,0.335703953949811,"27PIMO3_WA"
-0.837174671687717,0.899986895936943,0.893105629158745,0.896252288908964,-0.758236832297308,"54PIMO3_WA"
-0.163567889981137,0.154211543203523,-0.0579002880020808,0.228867063196263,0.038851565233355,"55PIMO3_WA"
0.539681002735062,0.180951321719932,0.478792435653094,0.296091789568867,0.459717347188332,"57PIMO3_WA"
-0.100440558301559,0.311074081090602,0.359261980409906,0.000907619986375225,-0.0818453594264445,"17TSME_OR"
-0.0856537754589861,0.466911655305796,0.597822793432805,-0.00955771928984614,-0.0899637058392849,"18TSME_OR"
-0.0839810782110674,0.440527254967597,0.844192554300424,-0.0606356777234478,-0.072650758458687,"19TSME_OR"
-0.0419249678748886,-0.0381771172567751,-0.0322264902715191,-0.037558260141014,0.129172835860811,"25TSME_WA"
-0.0854528129107485,0.221711805499432,0.133397235732725,-0.0735013687516679,-0.0870796441524144,"26TSME_WA"
0.242349283935322,0.231049223076483,0.0840420116248233,0.299498398979724,0.478800795737372,"58TSME_WA"
0.00121360995628622,0.0259404006566643,0.461980970915832,-0.0725394985916082,0.374896103727157,"59TSME_WA"
-0.345534513484344,0.999171866063549,0.999176791535467,-0.0788163701528663,-0.262006564820161,"60TSME_WA"
-0.109220361866494,0.358815837888548,0.328674508681043,-0.113321841420694,-0.101059660297194,"8TSME_OR"
-0.102170026247581,0.544942567328065,-0.0392639816516204,0.0940754623128475,-0.0911782545813066,"9TSME_OR"
