"05-04 to 06-02","06-03 to 07-02","07-03 to 08-01","08-02 to 08-31","09-01 to 09-30","10-01 to NA","sites"
-0.0970783573298951,-0.102183339272877,-0.0371675003375721,0.305646390291851,-0.0745890701313201,-0.0519838683096709,"10ABAM_OR"
-0.0575122472949279,-0.086240434727822,0.46890522642466,-0.0410928316311298,-0.058533668361738,-0.0641094272140691,"11ABAM_OR"
-0.0744863797462564,-0.0813805653512244,-0.0207438198709271,-0.035487511177135,-0.0733413035315917,-0.0734772776272935,"1ABAM_OR"
-0.0348787835938606,-0.0344182067761106,0.515558652812873,-0.0773740164821047,-0.0742270298078606,-0.0700282554225178,"22ABAM_WA"
-0.00133459362759024,-0.00012945689111146,0.594830463649009,0.0485748092045131,-0.0785076200871388,0.01441688973044,"28ABAM_WA"
0.27687896070219,0.293386087855223,0.0600786339530162,0.11493164356326,-0.0185137486951731,-0.0123293173668429,"30ABAM_WA"
0.221361404508994,0.235102824058646,0.137604575185823,0.602715674660789,0.00506979557491489,0.0354329015584427,"31ABAM_WA"
0.069085276024931,0.067767259906721,0.317973006020649,-0.00920569689308007,-0.0571981465081174,0.0205181557480753,"33ABAM_WA"
0.351381485397756,0.353384767140449,0.0399774031326828,-0.047252597335722,-0.0352761986433226,-0.0279463739533274,"35ABAM_WA"
-0.0702809477497243,-0.0746167913611835,-0.0543057826440318,0.315951033094013,0.00908546027603974,0.0112150005394213,"36ABAM_WA"
0.188907585932737,0.189351708860392,-0.0429399157387354,-0.0907544161391194,-0.0856932520820666,0.100547194699622,"37ABAM_WA"
-0.0902326638464225,0.0219221379247687,0.491837976372858,0.229860168047954,-0.0368207520913164,-0.0749143116302068,"2ABCO_OR"
0.0799162697757559,-0.0546307657070465,-0.0837839899277332,0.73079052347513,0.0338995516556177,0.0119852874758693,"3ABCO_OR"
-0.0277873213329183,-0.0278955006886453,0.410996349683014,0.196645360510806,0.285874028935046,-0.0342004892199257,"12ABGR_OR"
-0.49997201190388,0.995782870539265,0.999999999998882,0.994660540691871,0.982516245044516,0.267561655433544,"39ABGR_WA"
0.611561175493763,0.636374157634314,0.452219152939228,0.103626007480915,0.159640498851163,0.0102696324196179,"40ABGR_WA"
-0.0813881406277365,-0.106507973877212,-0.0804903267660447,0.577145061086823,-0.0787438978168212,0.0205716065642179,"23ABLA_WA"
-0.0494689079153717,-0.06910781480057,-0.046040202867275,0.0431124771647739,-0.0454502424334443,0.00151003697748185,"4ABLA_OR"
-0.0824085522332968,-0.142411797993943,-0.0909591788211646,-0.058338573960982,-0.0903481706307205,0.0268327518414369,"5ABMA_OR"
-0.0989193880599993,-0.0817169953049692,-0.0757309061493631,0.567437193222055,-0.087031246449818,0.138199761933407,"6ABMA_OR"
-0.0973036278595883,-0.131996306166319,-0.107566839660987,0.442849917250213,-0.115269308637268,0.0861608804701879,"13ABMAS_OR"
-0.367419831170988,-0.153904932011377,0.999999576637732,-0.232521745681346,-0.113545806116284,-0.250038819523376,"43ABMAS_WA"
-0.0747825995630593,-0.0659953017935344,0.528277571890422,0.295111722690025,0.294713091371694,0.209798990380347,"14ABPR_OR"
-0.107805136228644,-0.1477129129337,0.76682477314861,0.0402115552811802,-0.0608241612488469,0.139262444809326,"15ABPR_OR"
-0.0628474197665826,-0.0640543878602221,0.523070102041926,0.0918726026363996,-0.0995168433791641,0.285731859811948,"44ABPR_WA"
-0.100540712332091,-0.0940189832204367,0.8634120810498,0.211572847250202,-0.129825431734161,-0.10016640944335,"45ABPR_WA"
0.640844481912977,0.640132558181301,0.436114326384235,0.0301501119187077,0.00588336731767571,0.117402203184899,"46ABPR_WA"
0.422321686603811,0.425020413593856,0.14184936411827,0.225055543665362,-0.13969878220876,-0.0902006426454535,"48ABPR_WA"
0.397531830021873,0.399137747187906,0.0245766268485004,0.0397629677467747,-0.0713252832611594,0.0691909867947048,"49ABPR_WA"
-0.486730974819793,-0.493451406992972,0.999942771349733,-0.405615041419358,0.98227328627645,0.999919639512731,"50ABPR_WA"
-0.499845871024408,0.990069389263523,0.999999629149619,-0.461127269081473,0.958154343153452,0.999470950414047,"21PIEN_WA"
-0.0542821807824353,-0.0702181654042755,0.19881062864433,0.100510254917859,-0.101288193980189,-0.053913330378283,"7PILA_OR"
-0.117554470745236,-0.138342356786396,0.00209692642494496,-0.044964839865842,-0.116497400404387,-0.0818578388897751,"16PIMO3_OR"
0.0901535266926042,0.0900389448752574,0.442835302285095,0.178278269680145,0.24206324042284,0.247637644098882,"27PIMO3_WA"
-0.84220951685415,0.0882247962775469,0.893145832631173,0.881989948118454,0.873222388344949,0.756975502009472,"54PIMO3_WA"
-0.162143163759387,-0.178828119656049,-0.157502022266514,0.268006851676745,0.0401270477272937,0.041114918600208,"55PIMO3_WA"
0.5324648714629,-0.663233252339591,0.43427582895794,0.293474193569968,0.478052597215945,-0.662266074552666,"57PIMO3_WA"
-0.0934300228205627,-0.0567144691449317,0.156811249810444,0.115393379170321,-0.0835689069792282,-0.0528890994137446,"17TSME_OR"
-0.0847613803268136,-0.0819405442625071,-0.0705402454529053,0.13412354819381,-0.0821547798186345,-0.0856203464196596,"18TSME_OR"
-0.076208441714414,-0.0406051799654011,0.135169394413461,-0.0214703250889472,-0.0736896224096143,-0.00940770468199112,"19TSME_OR"
-0.132898522539084,-0.0513799435476379,0.50238317400494,-0.037176456872646,-0.0678384033301214,0.0653602607941086,"25TSME_WA"
-0.0873840307195354,-0.0794367346524674,0.0314643411178922,0.0550719884121972,-0.0842114329913522,-0.0775754146705339,"26TSME_WA"
0.221503121361476,0.237300727768239,0.343125713380194,0.274860559848072,0.185607898612625,0.250859747754615,"58TSME_WA"
-0.0446187559449379,-0.0484707616270933,0.473069965499117,0.1992810969026,-0.172403882952971,0.137521898865439,"59TSME_WA"
-0.459647565617281,0.169468465075153,0.999225513969515,-0.194398019535025,-0.126336391864489,-0.262650494127234,"60TSME_WA"
-0.102850761915417,-0.0994997149547078,-0.0202733714255116,0.00154465122078784,-0.100980154616529,0.269472871531035,"8TSME_OR"
-0.0915094721144614,-0.0894653852226073,-0.0778170283414368,0.307765734546286,-0.0912884545084113,-0.0910229766671798,"9TSME_OR"
