"05-03 to 06-01","06-02 to 07-01","07-02 to 07-31","08-01 to 08-30","08-31 to 09-29","09-30 to NA","sites"
-0.0965563983433918,-0.111267697877824,-0.0162320812666981,0.163900813948557,-0.0746992447060656,0.287647527734783,"10ABAM_OR"
-0.057656302060571,-0.0757757822590924,0.529245355142568,-0.0381799574523416,-0.059103127101746,-0.0915042279633095,"11ABAM_OR"
-0.0744947584032528,-0.0796286222474619,-0.01369946226288,-0.0132637558396041,-0.0733685877493206,-0.0739664365482307,"1ABAM_OR"
-0.0347947248169176,-0.0349852399531705,0.528531466710777,-0.0788344573330825,-0.0745982326712272,0.0386252047301817,"22ABAM_WA"
-0.00129800862038145,0.00278138624770597,0.600011522146147,0.0337069280211696,-0.0819639617255111,0.0330828586412537,"28ABAM_WA"
0.271310821352625,0.294667188792234,0.060773367036439,0.135998047103333,-0.0266948962739188,-0.012188042137979,"30ABAM_WA"
0.217572461146485,0.235350208224646,0.136889784466081,0.608151626741621,-0.00719712179271405,0.035483859231327,"31ABAM_WA"
0.0685869935304175,0.0687194654591542,0.319031448482189,-0.00981297281346701,-0.0651917344040821,0.0356472346672297,"33ABAM_WA"
0.35141169547917,0.353398891868574,0.0399498003947769,-0.0568710736184596,-0.035333529509724,0.0168968351455664,"35ABAM_WA"
-0.0702637379640465,-0.0720840133378766,-0.0549483410004979,0.266878118111664,0.00921148374372228,0.12298896046268,"36ABAM_WA"
0.188659947215442,0.189529828514521,-0.0429249385671284,-0.0876529266747006,-0.0858832238343545,0.146290166150026,"37ABAM_WA"
-0.0901205791832628,-0.0499469962594042,0.491597473180723,0.24286905581248,-0.00711836469136861,-0.0748621244100102,"2ABCO_OR"
0.0800252697170619,-0.0163303570040745,-0.08418673740294,0.734480577711405,0.0981505732654131,0.0119445329328653,"3ABCO_OR"
-0.0273976997438713,-0.0216384355823432,0.411075915433278,0.194864973152843,0.303083863045811,-0.028567414340118,"12ABGR_OR"
-0.50001076942107,0.988522724157424,0.999999999999918,0.991255428067129,0.976991706471042,0.991319897778482,"39ABGR_WA"
0.610417093830035,0.627472119612496,0.452641995876718,0.102903858812215,0.121648848698461,0.0239414641413678,"40ABGR_WA"
-0.0812680599294967,-0.0950672357502123,-0.0824342897312562,0.61304580223171,-0.0785276070362572,0.0212015583261985,"23ABLA_WA"
-0.0493727483841777,-0.0617230156296341,-0.0459956784581225,0.0899231568595936,-0.0447456994881268,0.00414370334925735,"4ABLA_OR"
-0.0827760822311628,-0.133241185712531,-0.0913465899176319,-0.0108727460055562,-0.0903842717586736,0.0295950343673934,"5ABMA_OR"
-0.0993172626336946,-0.0959246888346559,-0.0747399646748259,0.551227127567902,-0.0803518617290885,0.138205504217569,"6ABMA_OR"
-0.11361729440718,-0.160056125372095,-0.10773100653459,0.44148720747711,-0.115569807076988,0.12382696268021,"13ABMAS_OR"
-0.316998815624175,-0.186492161904099,0.999999642318973,-0.238494072735167,-0.14516322927771,0.99634260206787,"43ABMAS_WA"
-0.0750163801144681,-0.0667199644655291,0.523184916067847,0.304635670778522,0.241538281296855,0.208861892605095,"14ABPR_OR"
-0.104921162046982,-0.146525916324536,0.810684885981285,0.0346838903542162,-0.0623008947554311,0.271517413669245,"15ABPR_OR"
-0.0628734712945927,-0.0640274023950063,0.527173410617658,0.0997931618644074,-0.106166770319152,0.300575873893078,"44ABPR_WA"
-0.100473804120597,-0.0976254464198868,0.863447847986303,0.207861920509351,-0.11995951131747,-0.0957840454259825,"45ABPR_WA"
0.640643542519858,0.639990504324916,0.436016948600515,-0.0212089074669576,0.00538315327652748,0.199905622171748,"46ABPR_WA"
0.42139475665345,0.4268412799443,0.140565753129336,0.175452636554225,-0.139737721285667,0.140535470378471,"48ABPR_WA"
0.396618476422325,0.398407334798986,0.0253070517985372,0.0399829954474534,-0.0778873900793487,0.076401572283447,"49ABPR_WA"
-0.486803406947106,-0.496525448924286,0.999904101001339,-0.417563653223067,0.932693207411495,0.999890227610188,"50ABPR_WA"
-0.499799114800954,0.994449657945545,0.999999974617551,-0.473634679160261,0.881542676442028,0.99999791197717,"21PIEN_WA"
-0.0542173138243289,-0.0711000139625036,0.198590411294015,0.211320282871824,-0.0859839759503754,-0.054230124022475,"7PILA_OR"
-0.117004973562947,-0.127935884433256,0.00232286932748533,-0.0186109727882485,-0.121607899882892,-0.073615278878237,"16PIMO3_OR"
0.0898942434636989,0.0900344916731328,0.456886037655419,0.17812389904931,0.249063759342088,0.260047471122139,"27PIMO3_WA"
-0.846326077938107,0.0307672831962138,0.893133183346839,0.878821376248008,0.87045953659596,0.879506664066799,"54PIMO3_WA"
-0.162133353831071,-0.1692975658703,-0.155999693220298,0.261911762842932,0.0400933704316848,0.0432272137864513,"55PIMO3_WA"
0.370791679695032,-0.660226430065481,0.437279591088787,0.293231944211089,0.480917903953441,-0.23917380431515,"57PIMO3_WA"
-0.0933610779797212,-0.0711053432669495,0.160174495118661,0.0138759546030468,-0.0841407625757248,0.283451390702421,"17TSME_OR"
-0.0847520718686411,-0.0832154299874814,-0.0708945587886835,0.112374715236701,-0.0836799268438323,-0.0541846954786789,"18TSME_OR"
-0.0761163481689926,-0.0549690898505433,0.153179057606217,-0.0343046776482324,-0.0749682829636299,0.0996701438119908,"19TSME_OR"
-0.12666732211186,-0.039766155497454,0.503727565291877,-0.0372122871744632,-0.111937526544545,0.0675519319146409,"25TSME_WA"
-0.0874110803914603,-0.0831462925997673,0.0314788039812439,0.0116774608693318,-0.0866152429816471,0.0537254882994348,"26TSME_WA"
0.211267544814512,0.249017668364438,0.30973385066853,0.274880889554886,0.174816649686746,0.2502582477606,"58TSME_WA"
-0.0421074836142769,-0.0214216155857427,0.472781991893691,0.200645284219429,-0.180825569204777,0.192700287980858,"59TSME_WA"
-0.431176052201451,0.019030489620906,0.999229718370859,-0.200400288051796,-0.157740177158016,0.994143847436285,"60TSME_WA"
-0.102187082459552,-0.122873358798915,-0.01403136442736,-0.0102896819913156,-0.101118136377916,0.2695319793419,"8TSME_OR"
-0.091383856582048,-0.0907660088183984,-0.0711240770005258,0.233752596517632,-0.0913069307726852,-0.0901671147638434,"9TSME_OR"
